p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	cellline
S100A43	1.1835732798996e-19	0.582731874082334	0.793	0.621	2.95988005837292e-15	E	S100A4	mb231
MIR222HG2	1.25532232595394e-19	0.315734819805062	0.991	0.969	3.13931007274561e-15	E	MIR222HG	mb231
S100A113	1.61190378182152e-19	0.627018712251442	0.765	0.626	4.03104897757925e-15	E	S100A11	mb231
ENSG000002608772	1.6402260965631e-19	0.579521762920655	0.808	0.651	4.10187742228501e-15	E	ENSG00000260877	mb231
UGP21	1.68273955050295e-19	0.595865024902676	0.725	0.534	4.20819506789778e-15	E	UGP2	mb231
KRT181	2.05020630754562e-19	0.553274035716853	0.908	0.861	5.1271559339101e-15	E	KRT18	mb231
LGALS3BP2	2.47426780429653e-19	0.588097984656036	0.793	0.642	6.18764892498476e-15	E	LGALS3BP	mb231
CIR1	2.73853549866364e-19	0.652792575364841	0.619	0.423	6.84852957505802e-15	E	CIR1	mb231
CARMIL1	2.83226800143453e-19	0.744899753778496	0.617	0.429	7.08293581798747e-15	E	CARMIL1	mb231
ARHGAP321	3.96500970402975e-19	0.513533369382871	0.908	0.798	9.9156962678376e-15	E	ARHGAP32	mb231
FOXO3	3.97934902838848e-19	0.714741239076404	0.697	0.506	9.95155605019392e-15	E	FOXO3	mb231
UBA12	4.23303939121683e-19	0.509751538783165	0.813	0.639	1.0585984909555e-14	E	UBA1	mb231
TMOD32	6.29668785944729e-19	0.46660019354081	0.9	0.802	1.57467569989058e-14	E	TMOD3	mb231
PRKACB1	7.11051165581438e-19	0.678236913403348	0.669	0.466	1.77819675488606e-14	E	PRKACB	mb231
SOD11	8.52628439816241e-19	0.636565146365885	0.693	0.514	2.13225320229246e-14	E	SOD1	mb231
MCL12	1.02773602208841e-18	0.462308536628597	0.845	0.699	2.5701622440387e-14	E	MCL1	mb231
ARHGAP421	1.03869492711159e-18	0.619971486330371	0.763	0.605	2.59756827372068e-14	E	ARHGAP42	mb231
KIF13A2	1.0392569289201e-18	0.473297612791748	0.878	0.78	2.59897372784337e-14	E	KIF13A	mb231
SRPK21	1.05114447158499e-18	0.724063281717025	0.922	0.876	2.62870209453974e-14	E	SRPK2	mb231
RBM471	2.11090438048878e-18	0.541552752880086	0.699	0.493	5.27894967472635e-14	E	RBM47	mb231
ANKRD122	2.126417444896e-18	0.512050305611967	0.889	0.796	5.31774474619593e-14	E	ANKRD12	mb231
TRIM56	3.47914714735318e-18	0.609047356629049	0.702	0.504	8.70065118610083e-14	E	TRIM56	mb231
OFD1	3.65583881524144e-18	0.670056261265848	0.656	0.45	9.14252170915581e-14	E	OFD1	mb231
PHLDB21	6.14842333630878e-18	0.697841094997752	0.747	0.58	1.5375977079441e-13	E	PHLDB2	mb231
RNF24	6.42574174931942e-18	0.719340905839658	0.619	0.438	1.6069494966698e-13	E	RNF24	mb231
EFEMP1	1.05088431229135e-17	0.599661006172886	0.606	0.403	2.6280514881782e-13	E	EFEMP1	mb231
UBR21	1.14490725102659e-17	0.39629374578887	0.965	0.888	2.8631840533673e-13	E	UBR2	mb231
NCOA7	1.18482283194122e-17	0.613288505901306	0.682	0.514	2.96300493811861e-13	E	NCOA7	mb231
DAAM1	1.43355959426628e-17	0.723358629473565	0.641	0.462	3.58504583334112e-13	E	DAAM1	mb231
MAP3K142	2.20245022638896e-17	0.631639169252031	0.778	0.644	5.50788752615351e-13	E	MAP3K14	mb231
HSPA51	2.73296778802668e-17	0.41968536591484	0.972	0.924	6.83460584429713e-13	E	HSPA5	mb231
CYTH11	3.37449457430142e-17	0.686020623459762	0.621	0.451	8.43893603141299e-13	E	CYTH1	mb231
AEBP21	4.99632107156473e-17	0.711552143287302	0.627	0.452	1.24947997357691e-12	E	AEBP2	mb231
ENSG000002850161	6.53599019544345e-17	0.459470977524742	0.902	0.808	1.6345204280765e-12	E	ENSG00000285016	mb231
ZFX2	6.78207908793361e-17	0.457915514722528	0.789	0.597	1.69606233831044e-12	E	ZFX	mb231
ITPK11	8.73857497777117e-17	0.62540658181519	0.651	0.503	2.18534283044102e-12	E	ITPK1	mb231
RALB	9.1608974349027e-17	0.636397326686828	0.617	0.431	2.29095723052047e-12	E	RALB	mb231
NUMB2	9.83814439643687e-17	0.616843226251262	0.826	0.705	2.46032315066093e-12	E	NUMB	mb231
NPEPPS2	1.41076392501379e-16	0.475198440124141	0.847	0.747	3.52803842367449e-12	E	NPEPPS	mb231
ABHD12	1.51725300889045e-16	0.725247266277331	0.675	0.514	3.79434632463323e-12	E	ABHD12	mb231
TRIM38	2.42047423196692e-16	0.604963868384103	0.621	0.43	6.05312195930287e-12	E	TRIM38	mb231
C2orf42	3.37160685489736e-16	0.614725989241213	0.625	0.453	8.43171442272732e-12	E	C2orf42	mb231
EPB41L21	3.57144689030564e-16	0.390469143052443	0.932	0.821	8.93147438327634e-12	E	EPB41L2	mb231
RICTOR2	3.61944392705372e-16	0.40571176567397	0.93	0.849	9.05150537277594e-12	E	RICTOR	mb231
KDM2A1	3.66076137497302e-16	0.370960005978793	0.937	0.856	9.15483204653253e-12	E	KDM2A	mb231
N4BP2L21	3.79826948077252e-16	0.376830895135168	0.911	0.802	9.49871231751592e-12	E	N4BP2L2	mb231
KLF61	5.06904430552178e-16	0.522039324159214	0.782	0.647	1.26766659992489e-11	E	KLF6	mb231
PSMB71	5.44388656295678e-16	0.453862222768309	0.852	0.694	1.36140715166423e-11	E	PSMB7	mb231
UTRN1	6.27575025888627e-16	0.31718471544552	0.969	0.946	1.56943962474228e-11	E	UTRN	mb231
MT-CO21	6.83029550333618e-16	0.39533465163062	0.926	0.865	1.70812029947431e-11	E	MT-CO2	mb231
HEG11	1.10604302678854e-15	0.52381026401414	0.867	0.75	2.76599240139279e-11	E	HEG1	mb231
IFI162	1.20459219307659e-15	0.520583505116931	0.739	0.598	3.01244415644593e-11	E	IFI16	mb231
EIF2S32	1.35003021602012e-15	0.375278121031804	0.85	0.704	3.37615556422311e-11	E	EIF2S3	mb231
ADAM17	1.46700989532478e-15	0.579409915706311	0.678	0.498	3.66869834622822e-11	E	ADAM17	mb231
BCL9L1	1.88924129657753e-15	0.575830080848361	0.739	0.584	4.7246146344811e-11	E	BCL9L	mb231
ANTXR11	2.02242614193816e-15	0.488016182883847	0.834	0.706	5.05768329575895e-11	E	ANTXR1	mb231
NCOA32	2.11311749529196e-15	0.520427301372367	0.756	0.604	5.28448423222614e-11	E	NCOA3	mb231
ELF11	2.55231579330832e-15	0.624444941194561	0.675	0.516	6.38283133590544e-11	E	ELF1	mb231
SUN11	2.71912985274085e-15	0.379035038293979	0.9	0.797	6.79999993573431e-11	E	SUN1	mb231
JAK12	2.83201583300886e-15	0.487796284303492	0.786	0.647	7.08230519518854e-11	E	JAK1	mb231
DENND5A	3.29802858111039e-15	0.56246568534339	0.684	0.528	8.24770987564086e-11	E	DENND5A	mb231
ZNF395	3.88525672498127e-15	0.674114097967463	0.617	0.453	9.71625001783315e-11	E	ZNF395	mb231
ACSL32	4.84360981525663e-15	0.512239688559945	0.85	0.77	1.21128994259938e-10	E	ACSL3	mb231
AKAP132	5.16886799548536e-15	0.357944589721642	0.924	0.841	1.29263050831098e-10	E	AKAP13	mb231
ASAP11	5.19029521719007e-15	0.333990378900438	0.983	0.958	1.29798902791489e-10	E	ASAP1	mb231
CALCOCO2	6.02891671994854e-15	0.577097651631193	0.66	0.486	1.50771149332473e-10	E	CALCOCO2	mb231
ASAP21	6.90626933447397e-15	0.385593875273525	0.932	0.884	1.72711983516525e-10	E	ASAP2	mb231
STAMBPL12	7.08583522933511e-15	0.565194797111119	0.78	0.668	1.77202567415212e-10	E	STAMBPL1	mb231
DENND1A1	9.43491653862671e-15	0.434158949126089	0.915	0.805	2.35948392797977e-10	E	DENND1A	mb231
RALA	1.26687127251126e-14	0.668421153709954	0.715	0.582	3.16819167829616e-10	E	RALA	mb231
CTNND13	2.52890742347483e-14	0.341653068465389	0.913	0.839	6.32429168462584e-10	E	CTNND1	mb231
EMP31	3.22362004215997e-14	0.566845706017571	0.664	0.511	8.06162900143366e-10	E	EMP3	mb231
DDX3X2	3.4971235616647e-14	0.397151254952501	0.943	0.884	8.74560660301107e-10	E	DDX3X	mb231
FTX3	4.52822322409877e-14	0.379365686528871	0.904	0.836	1.13241806388262e-09	E	FTX	mb231
PALLD1	5.20881098290371e-14	0.494868526985943	0.841	0.734	1.30261945060456e-09	E	PALLD	mb231
PCDHGA21	5.67175330344826e-14	0.561371075030207	0.649	0.488	1.41839206612634e-09	E	PCDHGA2	mb231
LRSAM1	7.56387956750113e-14	0.479816781644148	0.603	0.422	1.89157500224068e-09	E	LRSAM1	mb231
GRAMD2B1	7.63773445327001e-14	0.48643732651782	0.782	0.625	1.91004463207376e-09	E	GRAMD2B	mb231
SERPINB11	9.74683396346659e-14	0.575087613650727	0.756	0.608	2.43748823758373e-09	E	SERPINB1	mb231
CERT11	1.06688880483127e-13	0.459736230119574	0.773	0.645	2.66807552312204e-09	E	CERT1	mb231
ESCO1	2.1125956975325e-13	0.534838962515684	0.619	0.445	5.28317932038929e-09	E	ESCO1	mb231
RTN41	2.41688138994185e-13	0.294998307941396	0.935	0.886	6.04413697996658e-09	E	RTN4	mb231
MYEOV1	2.61174633373681e-13	0.494427730838044	0.693	0.54	6.53145523140902e-09	E	MYEOV	mb231
PATJ	3.23680248672991e-13	0.521224630223932	0.619	0.441	8.09459565881415e-09	E	PATJ	mb231
EXOC41	4.85526577206663e-13	0.295231028237748	0.939	0.911	1.21420486427842e-08	E	EXOC4	mb231
RAB312	5.35357778005247e-13	0.507429667045823	0.745	0.598	1.33882273123552e-08	E	RAB31	mb231
RTN31	8.01126205526281e-13	0.370535445485139	0.845	0.764	2.00345641478012e-08	E	RTN3	mb231
ANKS1A2	8.0344039366699e-13	0.655002302543515	0.771	0.651	2.00924373648241e-08	E	ANKS1A	mb231
JAZF1	8.25133605783487e-13	1.10079031849099	0.603	0.49	2.06349412134334e-08	E	JAZF1	mb231
TMSB4X2	8.49761509829601e-13	0.240454276268951	0.993	0.986	2.12508358378187e-08	E	TMSB4X	mb231
BBX2	1.08624249097222e-12	0.306687452258827	0.959	0.908	2.71647522142333e-08	E	BBX	mb231
MT-ND41	1.37793883940481e-12	0.218573964624972	0.996	0.99	3.44594944958354e-08	E	MT-ND4	mb231
TANK1	1.46527184056113e-12	0.494444012751154	0.695	0.547	3.66435181887529e-08	E	TANK	mb231
DGKI1	1.48605901193698e-12	0.603701653152339	0.662	0.517	3.71633637705201e-08	E	DGKI	mb231
OGDH2	1.53897634015076e-12	0.420845717451907	0.824	0.703	3.84867203144901e-08	E	OGDH	mb231
HK11	1.63770079151052e-12	0.472850952616612	0.782	0.658	4.09556213940951e-08	E	HK1	mb231
TRIM241	1.74710361585411e-12	0.463650225584219	0.734	0.571	4.36915672252797e-08	E	TRIM24	mb231
LPIN1	1.94220914113142e-12	0.634757018150025	0.603	0.463	4.85707662014146e-08	E	LPIN1	mb231
EIF4EBP2	2.75821230163617e-12	0.491385444516364	0.619	0.456	6.89773732393173e-08	E	EIF4EBP2	mb231
WSB1	3.04983820511179e-12	0.461287033412083	0.617	0.448	7.62703538334355e-08	E	WSB1	mb231
MYO18A1	3.91886430379788e-12	0.472205171843438	0.784	0.655	9.80029585093773e-08	E	MYO18A	mb231
MT-ND11	3.96831880499635e-12	0.334264006070406	0.954	0.895	9.92397166753487e-08	E	MT-ND1	mb231
CASP8	4.27999239889984e-12	0.539658321353082	0.658	0.503	1.07034049911687e-07	E	CASP8	mb231
ASB3	4.64524727520971e-12	0.405335009386971	0.688	0.512	1.16168343858444e-07	E	ASB3	mb231
ARHGAP121	5.72281308728136e-12	0.499187641568603	0.752	0.63	1.43116109686732e-07	E	ARHGAP12	mb231
CDYL1	7.40437935573704e-12	0.326014116010012	0.937	0.87	1.85168718928272e-07	E	CDYL	mb231
ABL21	8.846231842625e-12	0.349550860957754	0.882	0.79	2.21226565920366e-07	E	ABL2	mb231
TAGLN22	9.03549681136579e-12	0.392196565812447	0.841	0.74	2.25959704258636e-07	E	TAGLN2	mb231
FTL1	9.77783032748637e-12	0.435831492244795	0.763	0.626	2.44523980829779e-07	E	FTL	mb231
MYL12B1	9.99720521715038e-12	0.337954723554933	0.852	0.746	2.50010108070497e-07	E	MYL12B	mb231
LINC00342	1.04428024838038e-11	0.500218349358044	0.636	0.475	2.61153604514964e-07	E	LINC00342	mb231
ADAM101	1.27295831250878e-11	0.305386869348172	0.922	0.853	3.18341414792196e-07	E	ADAM10	mb231
SPDYA1	1.84309040717962e-11	0.395950735703504	0.767	0.65	4.60920049027478e-07	E	SPDYA	mb231
CDC42EP32	2.27733774597787e-11	0.442706964099192	0.789	0.69	5.69516623514146e-07	E	CDC42EP3	mb231
C1orf211	2.46404389371405e-11	0.47957132085905	0.695	0.553	6.1620809694001e-07	E	C1orf21	mb231
AFAP1L21	2.56088207783983e-11	0.376246017902158	0.688	0.527	6.40425390026184e-07	E	AFAP1L2	mb231
USP341	2.85386577222359e-11	0.280219186107286	0.969	0.906	7.13694752317676e-07	E	USP34	mb231
CPLANE11	2.8872066859916e-11	0.347391866060716	0.887	0.777	7.22032648032779e-07	E	CPLANE1	mb231
TMEM50A	3.11951998900134e-11	0.435803703871453	0.619	0.452	7.80129558849455e-07	E	TMEM50A	mb231
CTSA	4.74939007956099e-11	0.422507662953628	0.636	0.478	1.18772747109661e-06	E	CTSA	mb231
NIPBL1	5.10975757327268e-11	0.240979268778716	0.963	0.918	1.27784817392403e-06	E	NIPBL	mb231
AGPAT31	5.40013974015499e-11	0.390873612498986	0.717	0.553	1.35046694621796e-06	E	AGPAT3	mb231
CCNK2	6.11478127837485e-11	0.39287089702649	0.719	0.588	1.52918450209598e-06	E	CCNK	mb231
FMNL22	6.158414486648e-11	0.410336694533273	0.895	0.854	1.54009629482093e-06	E	FMNL2	mb231
HIVEP1	6.44351796080872e-11	0.551769763769805	0.662	0.516	1.61139497163904e-06	E	HIVEP1	mb231
NCOA1	6.45816766762089e-11	0.484236957454638	0.63	0.477	1.61505857031863e-06	E	NCOA1	mb231
RCN11	6.47791347778422e-11	0.322213322483017	0.81	0.675	1.61999660252428e-06	E	RCN1	mb231
ZNF911	7.73044269729018e-11	0.458439572275535	0.749	0.636	1.93322910973833e-06	E	ZNF91	mb231
SOS11	8.42963653898431e-11	0.352833813519371	0.824	0.697	2.1080835056692e-06	E	SOS1	mb231
NAV3	9.3105810255568e-11	0.707330769612534	0.662	0.527	2.32839010287125e-06	E	NAV3	mb231
ADAR2	1.06264350812678e-10	0.333575169032538	0.865	0.766	2.65745888512346e-06	E	ADAR	mb231
USP141	1.46464666480579e-10	0.37711665071426	0.826	0.71	3.66278837934631e-06	E	USP14	mb231
ITSN11	1.64899557349677e-10	0.308119036002741	0.841	0.733	4.12380813020073e-06	E	ITSN1	mb231
RAPGEF11	2.77726816420839e-10	0.375019352377932	0.765	0.621	6.94539222505234e-06	E	RAPGEF1	mb231
LDLR2	2.8847457835334e-10	0.39118147878745	0.926	0.887	7.21417225546033e-06	E	LDLR	mb231
WASHC42	2.91998053443668e-10	0.320053044229772	0.847	0.742	7.30228732051924e-06	E	WASHC4	mb231
PIK3C31	2.97355921595688e-10	0.404057371601456	0.747	0.615	7.43627688726497e-06	E	PIK3C3	mb231
ZNF6381	3.18933098769843e-10	0.293497297239894	0.904	0.8	7.97587893403624e-06	E	ZNF638	mb231
EPS151	3.49592213533641e-10	0.386506951758617	0.754	0.622	8.7426020760493e-06	E	EPS15	mb231
TAP21	3.7284475533033e-10	0.38656048757237	0.769	0.626	9.32410164130089e-06	E	TAP2	mb231
CTTNBP2NL	4.17362881980776e-10	0.426066635573976	0.654	0.514	1.04374109525752e-05	E	CTTNBP2NL	mb231
RAB1A1	4.98169641688351e-10	0.316130699683812	0.784	0.678	1.24582263993423e-05	E	RAB1A	mb231
UBE2H1	5.12404225690263e-10	0.334374256247527	0.852	0.741	1.28142048760621e-05	E	UBE2H	mb231
CANX1	5.44672179205563e-10	0.176832628123779	1	0.988	1.36211618575727e-05	E	CANX	mb231
SLC9A7	6.04164361038274e-10	0.40015335459176	0.688	0.543	1.51089423408452e-05	E	SLC9A7	mb231
POMP	7.11069464823213e-10	0.392561972404988	0.634	0.483	1.77824251762989e-05	E	POMP	mb231
ITSN2	7.9755838223574e-10	0.449577208123348	0.654	0.533	1.99453400229514e-05	E	ITSN2	mb231
GNS3	8.3310277943454e-10	0.462604190339194	0.763	0.676	2.0834234308099e-05	E	GNS	mb231
ETS11	8.4370269525643e-10	0.470766278130936	0.786	0.686	2.10993170029728e-05	E	ETS1	mb231
ATP2B42	9.57753564660665e-10	0.403481152063787	0.73	0.634	2.39515011450339e-05	E	ATP2B4	mb231
VAV21	1.02881452438987e-09	0.42854980328381	0.725	0.614	2.5728593625942e-05	E	VAV2	mb231
GIGYF21	1.0561225427274e-09	0.378331900847976	0.83	0.747	2.64115125485267e-05	E	GIGYF2	mb231
CEP1121	1.10312322433984e-09	0.386811526136617	0.786	0.659	2.75869055942906e-05	E	CEP112	mb231
ENSG00000291136	1.17022269336779e-09	0.427697275466078	0.643	0.495	2.92649291157417e-05	E	ENSG00000291136	mb231
MKLN1	1.51311418167653e-09	0.332810761883083	0.898	0.859	3.78399594553666e-05	E	MKLN1	mb231
HIVEP2	1.65022453121216e-09	0.513608002728767	0.68	0.542	4.12688150765537e-05	E	HIVEP2	mb231
PDIA32	1.67264658021607e-09	0.278210934333887	0.893	0.832	4.18295456780434e-05	E	PDIA3	mb231
AGRN2	1.92635636241232e-09	0.368650319172782	0.699	0.559	4.81743199112073e-05	E	AGRN	mb231
SLC44A1	2.10402740631307e-09	0.438301703610343	0.608	0.476	5.26175173770773e-05	E	SLC44A1	mb231
ARID4A	2.34558358179285e-09	0.460181085397607	0.619	0.48	5.86583542134755e-05	E	ARID4A	mb231
CCDC1461	2.39919057817951e-09	0.405059097529073	0.643	0.491	5.99989579791132e-05	E	CCDC146	mb231
DDAH11	2.62430084806686e-09	0.362349444354134	0.813	0.734	6.56285156084559e-05	E	DDAH1	mb231
GFPT11	2.73535947233906e-09	0.308289294482816	0.776	0.648	6.84058696842553e-05	E	GFPT1	mb231
WIPF2	2.97325120966637e-09	0.450515692855631	0.625	0.485	7.43550662513366e-05	E	WIPF2	mb231
ALCAM1	3.00485921975056e-09	0.410859224052746	0.965	0.96	7.51455193675221e-05	E	ALCAM	mb231
PARAIL1	3.29399245739799e-09	0.523655978951836	0.651	0.521	8.2376163374609e-05	E	PARAIL	mb231
PSMA42	3.51258258447521e-09	0.42820194438318	0.704	0.576	8.78426652725561e-05	E	PSMA4	mb231
RARS11	3.78966993981003e-09	0.359216596781546	0.834	0.727	9.47720658547692e-05	E	RARS1	mb231
MT-ND4L1	3.88982157001164e-09	0.372734096113798	0.752	0.624	9.72766578228511e-05	E	MT-ND4L	mb231
PAM1	4.00696319254596e-09	0.329395717827963	0.876	0.79	0.000100206135519189	E	PAM	mb231
YES11	4.14462227250472e-09	0.362743603292476	0.747	0.592	0.000103648713790798	E	YES1	mb231
ARHGAP262	4.67781904026525e-09	0.544799545182507	0.858	0.774	0.000116982898558953	E	ARHGAP26	mb231
FBXO111	4.8098083544005e-09	0.34787080560682	0.773	0.658	0.000120283687326848	E	FBXO11	mb231
CCDC61	4.99215568512598e-09	0.852196695347423	0.612	0.511	0.000124843829373631	E	CCDC6	mb231
UBE2Z	5.18591912651807e-09	0.384504886248121	0.63	0.486	0.000129689465515964	E	UBE2Z	mb231
PACS11	5.66234164034818e-09	0.290848760015039	0.889	0.812	0.000141603839741827	E	PACS1	mb231
MYH101	5.91122850525774e-09	0.371926322266218	0.68	0.527	0.000147828002459485	E	MYH10	mb231
COL4A21	5.94550443244775e-09	0.381976280649565	0.771	0.652	0.000148685174846653	E	COL4A2	mb231
TIMP12	7.24198114061002e-09	0.827192794535712	0.63	0.519	0.000181107464364375	E	TIMP1	mb231
KDM5B1	7.53356529547951e-09	0.370397358209608	0.686	0.551	0.000188399400909352	E	KDM5B	mb231
PLEKHA21	8.27693558392892e-09	0.451879802641901	0.678	0.557	0.000206989605082895	E	PLEKHA2	mb231
ABCA11	8.63102582519099e-09	0.254714488995783	0.893	0.804	0.000215844693836376	E	ABCA1	mb231
ALMS12	8.97350628649991e-09	0.352482995313415	0.745	0.607	0.00022440944521279	E	ALMS1	mb231
ANXA62	9.4047987617256e-09	0.405028278082293	0.704	0.582	0.000235195207433234	E	ANXA6	mb231
ACOT9	1.00471920977932e-08	0.405600025850434	0.61	0.482	0.000251260179981611	E	ACOT9	mb231
XPO11	1.02147158949504e-08	0.225555830059134	0.946	0.908	0.00025544961510092	E	XPO1	mb231
TIMP22	1.02505441806299e-08	0.309634297095384	0.898	0.835	0.000256345608869192	E	TIMP2	mb231
ZNF8411	1.07640109893369e-08	0.43951306958294	0.647	0.51	0.000269186386821337	E	ZNF841	mb231
RABGEF11	1.27048089101396e-08	0.335587647681477	0.845	0.772	0.000317721861224772	E	RABGEF1	mb231
PSMA51	1.36214895010145e-08	0.426220265859975	0.645	0.544	0.00034064620944137	E	PSMA5	mb231
DNHD1	1.79304701877588e-08	0.398516498573037	0.634	0.514	0.000448405198455473	E	DNHD1	mb231
EDF11	1.81989754958485e-08	0.420585176994508	0.627	0.511	0.000455119979200179	E	EDF1	mb231
MYO62	2.22811754424388e-08	0.299797861987381	0.815	0.734	0.000557207635464508	E	MYO6	mb231
LUC7L21	2.41768521121997e-08	0.254556808237883	0.893	0.81	0.00060461471762189	E	LUC7L2	mb231
CALM22	2.59024629474101e-08	0.210587343011976	0.985	0.972	0.000647768793388831	E	CALM2	mb231
KMT2A1	2.64103081537548e-08	0.263347230352002	0.937	0.878	0.0006604689863091	E	KMT2A	mb231
RAB101	2.65096791026579e-08	0.253874019167142	0.893	0.825	0.000662954054999269	E	RAB10	mb231
ZNF2171	3.18640217969301e-08	0.339587868744338	0.649	0.516	0.000796855457097627	E	ZNF217	mb231
DIP2C1	3.28103228601921e-08	0.270800972808893	0.861	0.781	0.000820520554087685	E	DIP2C	mb231
MIA31	3.64349446728865e-08	0.404643702886897	0.693	0.571	0.000911165096379546	E	MIA3	mb231
PATL11	3.78461407249804e-08	0.357401658462982	0.678	0.549	0.000946456287250309	E	PATL1	mb231
SYAP11	3.9900000797319e-08	0.30121398058029	0.765	0.635	0.000997819219939353	E	SYAP1	mb231
LYST1	4.03511080152003e-08	0.371282778472323	0.712	0.589	0.00100910050924413	E	LYST	mb231
RABGAP1L1	4.15240177741743e-08	0.285022576483282	0.895	0.818	0.00103843263649655	E	RABGAP1L	mb231
JARID22	4.69554915286124e-08	0.282067883834479	0.911	0.829	0.00117426293214754	E	JARID2	mb231
CCSER21	5.27231796237605e-08	0.31818063475901	0.789	0.665	0.001318501276031	E	CCSER2	mb231
ZFHX31	5.57972208189556e-08	0.31653442327186	0.802	0.708	0.00139537689824044	E	ZFHX3	mb231
BLCAP	5.70558532132146e-08	0.387012948645591	0.634	0.524	0.00142685277715607	E	BLCAP	mb231
USP331	6.07088731919935e-08	0.343666228069317	0.747	0.653	0.00151820750078537	E	USP33	mb231
VPS13C1	6.28828648903106e-08	0.313893390834009	0.782	0.672	0.00157257468517689	E	VPS13C	mb231
PPP1CB1	6.44654057638272e-08	0.334972854378454	0.71	0.587	0.00161215086734179	E	PPP1CB	mb231
KDM3A	6.55966245936262e-08	0.363230701784033	0.638	0.512	0.0016404403878374	E	KDM3A	mb231
JMJD1C1	9.02414850884827e-08	0.176503487709485	0.989	0.975	0.00225675905909277	E	JMJD1C	mb231
FDPS	1.02309739210748e-07	0.469936558349985	0.623	0.511	0.00255856195818238	E	FDPS	mb231
NBEAL12	1.03730825168545e-07	0.279237286136973	0.876	0.786	0.00259410047581498	E	NBEAL1	mb231
LRRFIP11	1.03760544591094e-07	0.282085239017495	0.889	0.855	0.00259484369913409	E	LRRFIP1	mb231
NDUFV2	1.04219805006759e-07	0.388204632094646	0.625	0.492	0.00260632888360902	E	NDUFV2	mb231
AFF12	1.08866213478058e-07	0.381271879399122	0.891	0.825	0.00272252626665927	E	AFF1	mb231
BIRC61	1.1102781518128e-07	0.210865823172731	0.952	0.906	0.00277658360205344	E	BIRC6	mb231
EHD11	1.12140834278087e-07	0.414047507451428	0.686	0.573	0.0028044179836264	E	EHD1	mb231
CELF11	1.15313923694343e-07	0.215057548392914	0.93	0.869	0.00288377060374814	E	CELF1	mb231
INVS1	1.20340510825217e-07	0.290288565241288	0.8	0.691	0.00300947549471703	E	INVS	mb231
RABGAP11	1.30594652435088e-07	0.251808330512921	0.906	0.804	0.00326591106809668	E	RABGAP1	mb231
BRAF1	1.35005950554819e-07	0.271918750464251	0.837	0.735	0.00337622881147491	E	BRAF	mb231
RAPGEF23	1.46303615793967e-07	0.373881961277493	0.747	0.643	0.00365876082377553	E	RAPGEF2	mb231
UPP11	1.47282020243776e-07	0.308368143335373	0.63	0.494	0.00368322876225634	E	UPP1	mb231
EHD4	1.55351167224903e-07	0.328090650047356	0.623	0.497	0.00388502198996037	E	EHD4	mb231
CPD2	1.62539430316721e-07	0.228198540556283	0.819	0.706	0.00406478607336055	E	CPD	mb231
NEDD4L1	1.67995642215511e-07	0.479720041915221	0.878	0.82	0.00420123502052549	E	NEDD4L	mb231
PUDP1	1.70268389713015e-07	0.35418528792791	0.649	0.527	0.00425807188994308	E	PUDP	mb231
TGFBR11	1.75980336472239e-07	0.295375321915577	0.715	0.606	0.00440091625449776	E	TGFBR1	mb231
ADD32	1.94108756834573e-07	0.325035318350385	0.802	0.709	0.004854271790919	E	ADD3	mb231
RPN11	1.99831725161318e-07	0.310892676635479	0.734	0.615	0.00499739178283423	E	RPN1	mb231
GCC23	2.19009183531042e-07	0.346404561788061	0.747	0.641	0.0054769816617443	E	GCC2	mb231
PPP4R12	2.19860137921478e-07	0.305636249017559	0.791	0.663	0.00549826232914033	E	PPP4R1	mb231
MPZL11	2.29057786181413e-07	0.378609967023048	0.719	0.611	0.00572827711682477	E	MPZL1	mb231
RPS27A1	2.41234030014095e-07	0.295103168959743	0.765	0.654	0.00603278062259248	E	RPS27A	mb231
SLC39A11	2.72639557317705e-07	0.295683683033866	0.658	0.528	0.00681817004940115	E	SLC39A11	mb231
LTN11	2.89386442344531e-07	0.360424713305186	0.682	0.567	0.00723697615015204	E	LTN1	mb231
CYP51A11	2.96297226043474e-07	0.39938937161851	0.734	0.63	0.00740980102889519	E	CYP51A1	mb231
AMOTL11	2.97674831695802e-07	0.242715972285009	0.837	0.75	0.00744425219104861	E	AMOTL1	mb231
OSBPL31	3.39676428230681e-07	0.183888362569309	0.993	0.968	0.00849462811719287	E	OSBPL3	mb231
CEP951	4.09864403685419e-07	0.259067747636303	0.771	0.651	0.010249889007365	E	CEP95	mb231
PSMC31	4.80183662988781e-07	0.254645044379582	0.756	0.64	0.0120084330440234	E	PSMC3	mb231
MT-ND21	5.05390152360355e-07	0.257618461434944	0.948	0.923	0.0126387969302278	E	MT-ND2	mb231
SLC5A31	5.57085672163549e-07	0.910755920928284	0.706	0.617	0.013931598489466	E	SLC5A3	mb231
CLIP41	5.73352023810875e-07	0.320760067015473	0.885	0.821	0.0143383874114624	E	CLIP4	mb231
TMCC1	6.16803429331206e-07	0.389067635218941	0.634	0.521	0.0154250201607148	E	TMCC1	mb231
ENC11	6.30133011398159e-07	0.370788090459672	0.723	0.638	0.0157583663490452	E	ENC1	mb231
SPART	6.38190405959662e-07	0.30642289886528	0.649	0.536	0.0159598656722392	E	SPART	mb231
SH3BGRL32	6.79781294073441e-07	0.311691810944402	0.745	0.635	0.0169999706021886	E	SH3BGRL3	mb231
